position	originalpos	primaryprefix	altprefixes	localid	iri	resolvingns	humanhtml	homepage	description	title	registry
210	203	itsmo			http://ontology.it/itsmo/v1	http://ontology.it/itsmo/v1#				IT Service Management Ontology	LOV
211	204	juso			http://rdfs.co/juso/	http://rdfs.co/juso/				Juso Ontology	LOV
212	205	juso.kr			http://rdfs.co/juso/kr/	http://rdfs.co/juso/kr/				South Korea Extension to Juso Ontology	LOV
213	205	juso.kr			http://rdfs.co/juso/kr/	http://rdfs.co/juso/kr/				ëŒ€í•œë¯_êµ_ ì£_ì†Œ ì˜¨í†¨ë¡œì§€	LOV
214	206	kdo			http://kdo.render-project.eu/kdo#	http://kdo.render-project.eu/kdo#				The Knowledge Diversity Ontology	LOV
215	207	keys			http://purl.org/NET/c4dm/keys.owl	http://purl.org/NET/c4dm/keys.owl#				Keys Ontology	LOV
216	208	km4c			http://www.disit.org/km4city/schema	http://www.disit.org/km4city/schema#				"km4city, the DISIT Knowledge Model for City and Mobility"	LOV
217	209	label			http://purl.org/net/vocab/2004/03/label	http://purl.org/net/vocab/2004/03/label#				label	LOV
218	210	lawd			http://lawd.info/ontology/	http://lawd.info/ontology/				Linking Ancient World Data Ontology	LOV
219	211	lcy			http://purl.org/vocab/lifecycle/schema	http://purl.org/vocab/lifecycle/schema#				Lifecycle Schema	LOV
220	212	ldp			http://www.w3.org/ns/ldp#	http://www.w3.org/ns/ldp#				Linked Data Platform	LOV
221	213	ldr			http://purl.oclc.org/NET/ldr/ns#	http://purl.oclc.org/NET/ldr/ns#				Linked Data Rights (LDR)	LOV
222	214	ldvm			http://linked.opendata.cz/ontology/ldvm/	http://linked.opendata.cz/ontology/ldvm/				Vocabulary for Linked Data Visualization Model	LOV
223	215	lemon			http://lemon-model.net/lemon	http://lemon-model.net/lemon#				LExicon Model for ONtologies	LOV
224	216	lexinfo			http://www.lexinfo.net/ontology/2.0/lexinfo	http://www.lexinfo.net/ontology/2.0/lexinfo#				LexInfo Ontology	LOV
225	217	lgdo			http://linkedgeodata.org/ontology	http://linkedgeodata.org/ontology/				LinkedGeoData ontology	LOV
226	218	li			http://def.seegrid.csiro.au/isotc211/iso19115/2003/lineage	http://def.seegrid.csiro.au/isotc211/iso19115/2003/lineage#				OWL representation of ISO 19115 (Geographic Information - Metadata - Lineage package)	LOV
227	219	lib			http://purl.org/library/	http://purl.org/library/				Library extension of schema.org	LOV
228	220	limo			http://purl.org/limo-ontology/limo/	http://purl.org/limo-ontology/limo#				Linked Statistical Models Vocabulary	LOV
229	221	limoo			http://purl.org/LiMo/0.1#	http://purl.org/LiMo/0.1#				License Model Ontology	LOV
230	222	lingvo			http://www.lingvoj.org/ontology	http://www.lingvoj.org/ontology#				The Lingvoj Ontology	LOV
231	223	lio			http://purl.org/net/lio	http://purl.org/net/lio#				Lightweight Image Ontology	LOV
232	224	llont			http://www.linklion.org/ontology	http://www.linklion.org/ontology#				LinkLion - the Link Discovery Portal	LOV
233	225	lmm1			http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl	http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl#				Lexical MetaModel Level 1	LOV
234	226	lmm2			http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl	http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl#				Lexical MetaModel Level 2	LOV
235	227	loc			http://purl.org/ctic/infraestructuras/localizacion	http://purl.org/ctic/infraestructuras/localizacion#				Vocabulario de Localizaciones	LOV
236	227	loc			http://purl.org/ctic/infraestructuras/localizacion	http://purl.org/ctic/infraestructuras/localizacion#				Location Vocabulary	LOV
237	228	locah			http://data.archiveshub.ac.uk/def/	http://data.archiveshub.ac.uk/def/				The LOCAH RDF Vocabulary	LOV
238	229	locn			http://www.w3.org/ns/locn	http://www.w3.org/ns/locn#				ISA Programme Location Core Vocabulary	LOV
239	230	lode			http://linkedevents.org/ontology/	http://linkedevents.org/ontology/				Linking Open Descriptions of Events	LOV
240	231	log			http://www.w3.org/2000/10/swap/log	http://www.w3.org/2000/10/swap/log#				SWAP Logic Ontology	LOV
241	232	lom			http://data.opendiscoveryspace.eu/lom_ontology_ods.owl	http://data.opendiscoveryspace.eu/lom_ontology_ods.owl#				Learning Object Metadata Ontology	LOV
242	233	loted			http://loted.eu/ontology	http://loted.eu/ontology#				LOTED ontology	LOV
243	234	lsc			http://linkedscience.org/lsc/ns#	http://linkedscience.org/lsc/ns#				Linked Science Core Vocabulary	LOV
244	235	lsweb			http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-data.owl	http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-data.owl#				ELSEWeb Data Ontology	LOV
245	236	lswmo			http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-modelling.owl	http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-modelling.owl#				ELSEWeb Modelling Ontology	LOV
246	237	lv			http://purl.org/lobid/lv	http://purl.org/lobid/lv#				lobid vocab	LOV
247	238	lvont			http://lexvo.org/ontology	http://lexvo.org/ontology#				Lexvo.org Ontology	LOV
248	239	lyou			http://purl.org/linkingyou/	http://purl.org/linkingyou/				Linking-you vocabulary	LOV
249	240	ma-ont			http://www.w3.org/ns/ma-ont	http://www.w3.org/ns/ma-ont#				Ontology for Media Resources	LOV
250	241	mads			http://www.loc.gov/mads/rdf/v1	http://www.loc.gov/mads/rdf/v1#				Metadata Authority Description Schema	LOV
251	242	marl			http://www.gsi.dit.upm.es/ontologies/marl/ns	http://www.gsi.dit.upm.es/ontologies/marl/ns#				Marl Ontology Specification	LOV
252	243	maso			http://securitytoolbox.appspot.com/MASO	http://securitytoolbox.appspot.com/MASO#				SÃ©curitÃ© Agents Mobiles	LOV
253	243	maso			http://securitytoolbox.appspot.com/MASO	http://securitytoolbox.appspot.com/MASO#				Mobile Agents Security	LOV
254	244	md			http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata	http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata#				OWL representation of ISO 19115	LOV
255	245	meb			http://rdf.myexperiment.org/ontologies/base/	http://rdf.myexperiment.org/ontologies/base/				The myExperiment Base Ontology	LOV
256	246	media			http://purl.org/media	http://purl.org/media#				The Media RDF Vocabulary	LOV
257	247	mexalgo			http://mex.aksw.org/mex-algo	http://mex.aksw.org/mex-algo#				MEX Algorithm Ontology	LOV
258	248	mexcore			http://mex.aksw.org/mex-core	http://mex.aksw.org/mex-core#				MEX Core Vocabulary	LOV
259	248	mexcore			http://mex.aksw.org/mex-core	http://mex.aksw.org/mex-core#				Vocabulario MEX (mex-core)	LOV
260	249	mexperf			http://mex.aksw.org/mex-perf	http://mex.aksw.org/mex-perf#				MEX Performance Ontology	LOV
261	250	mil			http://rdf.muninn-project.org/ontologies/military	http://rdf.muninn-project.org/ontologies/military#				Military Ontology Specification	LOV
262	251	mo			http://purl.org/ontology/mo/	http://purl.org/ontology/mo/				Music Ontology	LOV
263	252	moac			http://www.observedchange.com/moac/ns#	http://observedchange.com/moac/ns#				Management of a Crisis Vocabulary	LOV
264	253	moat			http://moat-project.org/ns#	http://moat-project.org/ns#				Meaning of a Tag Ontology	LOV
265	254	mrel			http://id.loc.gov/vocabulary/relators	http://id.loc.gov/vocabulary/relators/				MARC Code List for Relators	LOV
266	255	msm			http://iserve.kmi.open.ac.uk/ns/msm	http://iserve.kmi.open.ac.uk/ns/msm#				Minimal Service Model	LOV
267	256	msr			http://www.telegraphis.net/ontology/measurement/measurement#	http://www.telegraphis.net/ontology/measurement/measurement#				Measurement Ontology	LOV
268	257	mtlo			http://www.ics.forth.gr/isl/MarineTLO/v4/marinetlo.owl	http://www.ics.forth.gr/isl/MarineTLO/v4/marinetlo.owl#				MarineTLO Ontology	LOV
269	258	music			http://www.kanzaki.com/ns/music	http://www.kanzaki.com/ns/music#				Music Vocabulary	LOV
270	259	muto			http://purl.org/muto/core	http://purl.org/muto/core#				Modular Unified Tagging Ontology (MUTO)	LOV
271	260	mvco			http://purl.oclc.org/NET/mvco.owl	http://purl.oclc.org/NET/mvco.owl#				Media Value Chain Ontology	LOV
272	261	nao			http://www.semanticdesktop.org/ontologies/2007/08/15/nao	http://www.semanticdesktop.org/ontologies/2007/08/15/nao#				NEPOMUK Annotation Ontology	LOV
273	262	ncal			http://www.semanticdesktop.org/ontologies/2007/04/02/ncal	http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#				NEPOMUK Calendar Ontology	LOV
274	263	nco			http://www.semanticdesktop.org/ontologies/2007/03/22/nco	http://www.semanticdesktop.org/ontologies/2007/03/22/nco#				NEPOMUK Contact Ontology	LOV
275	264	nfo			http://www.semanticdesktop.org/ontologies/2007/03/22/nfo	http://www.semanticdesktop.org/ontologies/2007/03/22/nfo#				NEPOMUK File Ontology	LOV
276	265	ngeo			http://geovocab.org/geometry	http://geovocab.org/geometry#				NeoGeo Geometry Ontology	LOV
277	266	nie			http://www.semanticdesktop.org/ontologies/2007/01/19/nie	http://www.semanticdesktop.org/ontologies/2007/01/19/nie#				NEPOMUK Information Element Core Ontology	LOV
278	267	nif			http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#	http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#				NLP Interchange Format	LOV
279	268	npg			http://ns.nature.com/terms/	http://ns.nature.com/terms/				Nature.com Core Ontology	LOV
280	269	nrl			http://www.semanticdesktop.org/ontologies/2007/08/15/nrl	http://www.semanticdesktop.org/ontologies/2007/08/15/nrl#				NEPOMUK Representational Language	LOV
281	270	nsl			http://purl.org/ontology/storyline	http://purl.org/ontology/storyline/				A News Storyline Ontology	LOV
282	271	ntag			http://ns.inria.fr/nicetag/2010/09/09/voc	http://ns.inria.fr/nicetag/2010/09/09/voc#				Nice Tag Ontology	LOV
283	272	oa			http://www.w3.org/ns/oa#	http://www.w3.org/ns/oa#				Open Annotation Data Model	LOV
284	273	oad			http://lod.xdams.org/reload/oad	http://lod.xdams.org/reload/oad/				Ontology for archival description	LOV
285	274	oae			http://www.ics.forth.gr/isl/oae/core	http://www.ics.forth.gr/isl/oae/core#				Open NEE Model	LOV
286	275	oan			http://data.lirmm.fr/ontologies/oan	http://data.lirmm.fr/ontologies/oan/				Ontologie de l'AssemblÃ©e  Nationale	LOV
287	275	oan			http://data.lirmm.fr/ontologies/oan	http://data.lirmm.fr/ontologies/oan/				Ontology of the French National Assembly	LOV
288	276	obo			http://purl.obolibrary.org/obo/obi.owl	http://purl.obolibrary.org/obo/				Ontology for Biomedical Investigation	LOV
289	277	obsm			http://rdf.geospecies.org/methods/observationMethod.rdf	http://rdf.geospecies.org/methods/observationMethod#				Observation Method Ontology	LOV
290	278	oc			http://contextus.net/ontology/ontomedia/core/expression#	http://contextus.net/ontology/ontomedia/core/expression#				OntoMedia Core	LOV
291	279	ocd			http://dati.camera.it/ocd/	http://dati.camera.it/ocd/				Ontologia Camera dei Deputati	LOV
292	279	ocd			http://dati.camera.it/ocd/	http://dati.camera.it/ocd/				Ontology of Italian Deputy Chamber	LOV
293	280	odapp			http://vocab.deri.ie/odapp	http://vocab.deri.ie/odapp#				Open Data Applications Vocabulary	LOV
294	281	odapps			http://semweb.mmlab.be/ns/odapps	http://semweb.mmlab.be/ns/odapps#				The vocabulary for (L)OD ideas and applications	LOV
295	282	odpart			http://www.ontologydesignpatterns.org/cp/owl/participation.owl	http://www.ontologydesignpatterns.org/cp/owl/participation.owl#				Ontology Design Pattern Participation	LOV
296	283	odrl			http://www.w3.org/ns/odrl/2/	http://www.w3.org/ns/odrl/2/				The Open Digital Rights Language (ODRL) Ontology	LOV
297	284	odrs			http://schema.theodi.org/odrs	http://schema.theodi.org/odrs#				Open Data Rights Statement Vocabulary	LOV
298	285	odv			http://reference.data.gov.uk/def/organogram	http://reference.data.gov.uk/def/organogram/				Organogram Data Vocabulary	LOV
299	286	oecc			http://www.oegov.org/core/owl/cc	http://www.oegov.org/core/owl/cc#				Extended Creative Commons Ontology	LOV
300	287	of			http://owlrep.eu01.aws.af.cm/fridge	http://owlrep.eu01.aws.af.cm/fridge#				Open Fridge vocabulary	LOV
301	288	ofrd			http://purl.org/opdm/refrigerator#	http://purl.org/opdm/refrigerator#				Fridge and Freezer Vocabulary	LOV
302	289	og			http://ogp.me/ns	http://ogp.me/ns#				Open Graph Protocol Vocabulary	LOV
303	290	oh			http://semweb.mmlab.be/ns/oh	http://semweb.mmlab.be/ns/oh#				The Opening Hours vocabulary	LOV
304	291	olca			http://www.lingvoj.org/olca	http://www.lingvoj.org/olca#				Ontology Loose Coupling Annotation	LOV
305	292	olo			http://purl.org/ontology/olo/core#	http://purl.org/ontology/olo/core#				Ordered List Ontology	LOV
306	293	om			http://def.seegrid.csiro.au/isotc211/iso19156/2011/observation	http://def.seegrid.csiro.au/isotc211/iso19156/2011/observation#				ISO 19156 Observation Model	LOV
307	294	omn			http://open-multinet.info/ontology/omn	http://open-multinet.info/ontology/omn#				Open-Multinet Upper Ontology	LOV
308	295	omnfed			http://open-multinet.info/ontology/omn-federation	http://open-multinet.info/ontology/omn-federation#				Open-Multinet Upper Federation Ontology	LOV
309	296	omnlc			http://open-multinet.info/ontology/omn-lifecycle	http://open-multinet.info/ontology/omn-lifecycle#				Open-Multinet Upper Lifecycle Ontology	LOV
310	297	onc			http://www.ics.forth.gr/isl/oncm/core	http://www.ics.forth.gr/isl/oncm/core#				Open NEE Configuration Model	LOV
311	298	ont			http://purl.org/net/ns/ontology-annot	http://purl.org/net/ns/ontology-annot#				Ontology annotation DLiser vocabulary	LOV
312	299	ontopic			http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl	http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl#				Ontopic Ontology	LOV
313	300	ontosec			http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl	http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl#				Ontology Security	LOV
314	301	onyx			http://www.gsi.dit.upm.es/ontologies/onyx/ns	http://www.gsi.dit.upm.es/ontologies/onyx/ns#				Onyx Emotion Ontology	LOV
315	302	oo			http://purl.org/openorg/	http://purl.org/openorg/				Open Organisations	LOV
316	303	op			http://environment.data.gov.au/def/op	http://environment.data.gov.au/def/op#				Observable properties	LOV
317	304	open311			http://ontology.eil.utoronto.ca/open311.owl	http://ontology.eil.utoronto.ca/open311#				Open 311 Ontology: An Ontology for publishing a city's non-emergency events.	LOV
318	305	opmo			http://openprovenance.org/model/opmo	http://openprovenance.org/model/opmo#				Open Provenance Model	LOV
319	306	opmv			http://purl.org/net/opmv/ns#	http://purl.org/net/opmv/ns#				Open Provenance Model Vocabulary	LOV
320	307	opmw			http://www.opmw.org/ontology/	http://www.opmw.org/ontology/				The OPMW Ontology	LOV
321	308	opo			http://online-presence.net/opo/ns#	http://online-presence.net/opo/ns#				Online Presence Ontology	LOV
322	309	opus			http://lsdis.cs.uga.edu/projects/semdis/opus#	http://lsdis.cs.uga.edu/projects/semdis/opus#				SwetoDblp Ontology of Computer Science Publications	LOV
323	310	ore			http://www.openarchives.org/ore/terms/	http://www.openarchives.org/ore/terms/				The OAI ORE terms vocabulary	LOV
324	311	org			http://www.w3.org/ns/org#	http://www.w3.org/ns/org#				Core organization ontology	LOV
325	312	orges			http://datos.gob.es/def/sector-publico/organizacion#	http://datos.gob.es/def/sector-publico/organizacion#				Ontology about Spanish public organizations	LOV
326	312	orges			http://datos.gob.es/def/sector-publico/organizacion#	http://datos.gob.es/def/sector-publico/organizacion#				OntologÃ_a sobre organizaciones pÃºblicas en EspaÃ±a	LOV
327	313	osadm			http://data.ordnancesurvey.co.uk/ontology/admingeo/	http://data.ordnancesurvey.co.uk/ontology/admingeo/				The administrative geography and civil voting area ontology	LOV
328	314	osgeom			http://data.ordnancesurvey.co.uk/ontology/geometry/	http://data.ordnancesurvey.co.uk/ontology/geometry/				Ordnance Survey Geometry Ontology	LOV
329	315	oslc			http://open-services.net/ns/core#	http://open-services.net/ns/core#				OSLC Core Vocabulary	LOV
330	316	oslo			http://purl.org/oslo/ns/localgov	http://purl.org/oslo/ns/localgov#				OSLO Exchange Standard	LOV
331	317	osp			http://data.lirmm.fr/ontologies/osp	http://data.lirmm.fr/ontologies/osp#				Ontologie du Service Public	LOV
332	317	osp			http://data.lirmm.fr/ontologies/osp	http://data.lirmm.fr/ontologies/osp#				French Public Services Ontology	LOV
333	318	osr			http://contextus.net/ontology/ontomedia/core/space#	http://contextus.net/ontology/ontomedia/core/space#				OntoMedia Space Representation	LOV
334	319	osspr			http://data.ordnancesurvey.co.uk/ontology/spatialrelations/	http://data.ordnancesurvey.co.uk/ontology/spatialrelations/				Spatial Relations Ontology	LOV
335	320	ostop			http://www.ordnancesurvey.co.uk/ontology/Topography/v0.1/Topography.owl	http://www.ordnancesurvey.co.uk/ontology/Topography/v0.1/Topography.owl#				Ordnance Survey Topography Ontology	LOV
336	321	ov			http://open.vocab.org/terms	http://open.vocab.org/terms/				OpenVocab	LOV
337	322	owl			http://www.w3.org/2002/07/owl	http://www.w3.org/2002/07/owl#				The OWL 2 Schema vocabulary	LOV
338	323	p-plan			http://purl.org/net/p-plan#	http://purl.org/net/p-plan#				The P-PLAN Ontology	LOV
339	324	parl			http://reference.data.gov.uk/def/parliament	http://reference.data.gov.uk/def/parliament/				Parliament Ontology	LOV
340	325	part			http://purl.org/vocab/participation/schema	http://purl.org/vocab/participation/schema#				Participation Schema	LOV
341	326	passim			http://data.lirmm.fr/ontologies/passim	http://data.lirmm.fr/ontologies/passim#				PASSIM ontology	LOV
342	327	pat			http://purl.org/hpi/patchr#	http://purl.org/hpi/patchr#				Patch Request Ontology	LOV
343	328	pattern			http://www.essepuntato.it/2008/12/pattern	http://www.essepuntato.it/2008/12/pattern#				The Pattern Ontology	LOV
344	329	pav			http://purl.org/pav/	http://purl.org/pav/				"Provenance, Authoring and Versioning"	LOV
345	330	pay			http://reference.data.gov.uk/def/payment#	http://reference.data.gov.uk/def/payment#				Payments ontology	LOV
